,AnimalType,AgeInDays,Breed,Color
14067,Dog,90,Dachshund Mix,Black/Tan
14068,Cat,60,Domestic Longhair Mix,Torbie
14069,Cat,730,Domestic Shorthair Mix,Brown Tabby/White
14070,Dog,365,Pit Bull Mix,Brown/White
14071,Dog,365,Australian Cattle Dog Mix,White/Tan
14072,Dog,1460,Shih Tzu Mix,White/Black
14073,Dog,120,Soft Coated Wheaten Terrier/Yorkshire Terrier,Cream/Tan
14074,Dog,730,Pit Bull Mix,Blue/White
14075,Dog,2,German Shepherd Mix,Brown
14076,Cat,180,Domestic Shorthair Mix,Orange Tabby/White
14077,Dog,300,Shih Tzu,Tan/White
14078,Dog,90,Vizsla Mix,Red/White
14079,Dog,2190,Boxer Mix,Brown Brindle
14080,Dog,1825,Chihuahua Shorthair Mix,Sable/Tan
14081,Cat,21,Siamese,Lilac Point
14082,Cat,14,Domestic Shorthair Mix,Blue Tabby/White
14083,Dog,1460,Rottweiler,Black/Brown
14084,Dog,730,Manchester Terrier Mix,Brown Brindle
14085,Dog,2920,Chihuahua Shorthair Mix,Tan
14086,Dog,365,Pit Bull Mix,Brown Brindle/White
14087,Dog,1095,Australian Shepherd Mix,Brown/White
14088,Cat,60,Domestic Shorthair Mix,Orange Tabby
14089,Dog,1825,Chihuahua Shorthair/Pug,Brown/Black
14090,Dog,1095,Labrador Retriever Mix,Black/White
14091,Dog,2190,Saluki,Brown Brindle/White
14092,Dog,3650,Chihuahua Shorthair Mix,Black/Brown
14093,Cat,30,Domestic Shorthair Mix,Orange Tabby
14094,Cat,730,Domestic Shorthair Mix,Orange Tabby/White
14095,Dog,120,Redbone Hound/Labrador Retriever,Red/White
14096,Dog,2190,Cairn Terrier Mix,Tan
14097,Cat,365,Domestic Shorthair Mix,Brown Tabby/White
14098,Dog,3650,Rat Terrier/Boston Terrier,White/Black
14099,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
14100,Cat,60,Domestic Shorthair Mix,Black/White
14101,Dog,730,Labrador Retriever/Pit Bull,Chocolate
14102,Dog,1460,Pit Bull Mix,Red/White
14103,Dog,365,Bulldog Mix,White/Liver
14104,Dog,730,Cocker Spaniel Mix,Black/White
14105,Dog,60,Beagle/Chihuahua Shorthair,Black/Tan
14106,Dog,30,Miniature Poodle Mix,Cream
14107,Cat,150,Domestic Shorthair Mix,Black
14108,Cat,2190,Domestic Shorthair Mix,Black/White
14109,Cat,60,Domestic Medium Hair Mix,Brown Tabby
14110,Cat,150,Domestic Shorthair Mix,Brown Tabby
14111,Cat,4,Domestic Shorthair Mix,Black Smoke
14112,Cat,730,Domestic Shorthair Mix,White/Brown Tabby
14113,Dog,3650,Cardigan Welsh Corgi Mix,Tricolor
14114,Dog,2190,English Shepherd Mix,Tricolor
14115,Dog,2920,Australian Cattle Dog Mix,Red Tick/White
14116,Dog,90,Pit Bull Mix,Fawn
14117,Cat,60,Siamese Mix,Flame Point
14118,Dog,730,Pit Bull Mix,Black/White
14119,Dog,5475,Australian Cattle Dog Mix,Blue Merle
14120,Dog,60,German Shepherd Mix,Black/Brown Brindle
14121,Dog,60,Labrador Retriever Mix,Black
14122,Dog,2555,Boxer,Brown/White
14123,Dog,730,Pit Bull Mix,Tan/White
14124,Dog,1095,Pit Bull Mix,Blue/Tan
14125,Cat,30,Domestic Shorthair Mix,Brown Tabby/White
14126,Dog,150,Labrador Retriever Mix,Black/White
14127,Cat,60,Domestic Shorthair Mix,Brown Tabby
14128,Cat,730,Domestic Shorthair Mix,Black
14129,Dog,730,Siberian Husky/German Shepherd,Black/White
14130,Cat,5110,Domestic Shorthair Mix,White/Gray Tabby
14131,Cat,120,Domestic Shorthair Mix,Orange Tabby/White
14132,Dog,240,Pit Bull Mix,White
14133,Dog,1460,Chihuahua Shorthair Mix,Gold
14134,Dog,730,Pointer/Australian Cattle Dog,White/Black
14135,Dog,1825,Beagle Mix,Tricolor
14136,Cat,60,Domestic Shorthair Mix,Black
14137,Dog,1095,Pit Bull Mix,Black/White
14138,Dog,60,Bullmastiff,Tan/Black
14139,Cat,120,Domestic Shorthair Mix,Black
14140,Dog,60,German Shepherd Mix,Brown/Black
14141,Dog,3650,Pug Mix,Sable/Tan
14142,Dog,210,Labrador Retriever Mix,Chocolate/White
14143,Dog,730,Chihuahua Shorthair Mix,Brown
14144,Dog,240,Carolina Dog Mix,Tan/Black
14145,Dog,1095,Chihuahua Shorthair Mix,Black/White
14146,Cat,90,Domestic Shorthair Mix,Torbie
14147,Dog,730,Australian Cattle Dog Mix,White/Brown
14148,Cat,120,Domestic Shorthair Mix,Brown Tabby
14149,Cat,90,Domestic Shorthair Mix,Brown Tabby
14150,Cat,120,Domestic Shorthair Mix,Black
14151,Dog,365,Pit Bull Mix,Blue/White
14152,Cat,14,Domestic Shorthair Mix,Orange Tabby
14153,Dog,90,St. Bernard Smooth Coat Mix,White/Brown Brindle
14154,Dog,1825,Labrador Retriever Mix,Yellow
14155,Dog,365,Great Pyrenees Mix,White/Brown
14156,Dog,1095,Yorkshire Terrier/Parson Russell Terrier,Blue/Tan
14157,Dog,2920,Beagle Mix,White/Brown
14158,Dog,150,Chihuahua Shorthair Mix,Tricolor
14159,Cat,120,Domestic Shorthair Mix,Brown Tabby
14160,Dog,1095,Pit Bull Mix,Blue
14161,Dog,120,Chihuahua Shorthair,Buff
14162,Dog,730,German Shepherd Mix,Black
14163,Dog,365,American Pit Bull Terrier Mix,Red
14164,Cat,1095,Domestic Shorthair Mix,Torbie
14165,Cat,2555,Domestic Shorthair Mix,Torbie
14166,Dog,1095,Pit Bull Mix,Brown
14167,Dog,1095,Chihuahua Longhair/Cairn Terrier,Tan/Brown
14168,Cat,60,Domestic Shorthair Mix,Orange/White
14169,Cat,365,Domestic Shorthair Mix,Cream Tabby/White
14170,Dog,330,Labrador Retriever Mix,White/Brown
14171,Cat,730,Domestic Medium Hair Mix,Torbie
14172,Cat,3650,Domestic Shorthair Mix,Orange Tabby
14173,Dog,365,Beagle/Boxer,Tricolor
14174,Dog,1825,Miniature Schnauzer/Chihuahua Shorthair,Gray/White
14175,Dog,2920,Shih Tzu,White/Brown
14176,Dog,3285,Dachshund Wirehair/Miniature Poodle,Blue/Tan
14177,Cat,21,Domestic Shorthair Mix,Black
14178,Dog,60,Chihuahua Shorthair Mix,Red
14179,Cat,150,Domestic Medium Hair Mix,Tortie
14180,Dog,2555,Chihuahua Shorthair Mix,Tricolor
14181,Dog,60,Chihuahua Shorthair/Pomeranian,Brown
14182,Dog,1095,Australian Cattle Dog Mix,Blue Merle
14183,Cat,60,Domestic Shorthair Mix,Black
14184,Dog,730,Beagle,Tricolor
14185,Dog,3285,Labrador Retriever Mix,Yellow
14186,Cat,14,Domestic Shorthair Mix,Calico
14187,Dog,1825,Pit Bull/German Shepherd,Sable/White
14188,Dog,1095,Great Pyrenees Mix,White/Buff
14189,Cat,90,Domestic Longhair,Brown Tabby
14190,Dog,120,Chihuahua Longhair Mix,Tan/White
14191,Dog,365,Dachshund/Chihuahua Shorthair,Red
14192,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
14193,Cat,730,Domestic Shorthair Mix,Brown Tabby
14194,Dog,1095,Labrador Retriever Mix,Black/White
14195,Cat,60,Domestic Shorthair Mix,Blue
14196,Cat,1,Domestic Shorthair Mix,Brown Tabby
14197,Dog,240,Jack Russell Terrier/Chihuahua Shorthair,Brown
14198,Dog,2190,German Shepherd Mix,Brown/Black
14199,Dog,2920,Australian Cattle Dog/Akita,Brown/White
14200,Dog,150,Great Pyrenees Mix,White
14201,Dog,730,Labrador Retriever/Border Collie,Black
14202,Dog,60,German Shepherd Mix,Tan/White
14203,Cat,60,Domestic Shorthair Mix,Calico
14204,Dog,30,Chihuahua Shorthair Mix,Black Brindle/White
14205,Dog,2190,Pit Bull Mix,Brown/White
14206,Cat,1460,Domestic Shorthair Mix,Black/White
14207,Dog,150,Labrador Retriever Mix,Black/White
14208,Cat,2555,Domestic Longhair Mix,Calico
14209,Dog,365,Bichon Frise Mix,White
14210,Dog,30,Labrador Retriever Mix,Black/White
14211,Cat,730,Siamese Mix,Tortie Point
14212,Cat,90,Domestic Shorthair Mix,Torbie
14213,Cat,28,Domestic Shorthair Mix,White/Black
14214,Cat,2190,Domestic Shorthair Mix,Orange Tabby
14215,Cat,60,Domestic Shorthair Mix,Blue Tabby/White
14216,Dog,180,Collie Smooth/Labrador Retriever,Red/White
14217,Dog,150,Shiba Inu,Black/Tan
14218,Dog,730,American Bulldog/Mastiff,Black/White
14219,Cat,7,Domestic Shorthair Mix,Orange/White
14220,Cat,60,Domestic Shorthair Mix,Torbie/White
14221,Dog,1825,Pit Bull Mix,White/Black
14222,Cat,60,Domestic Medium Hair Mix,Black Tabby/White
14223,Cat,120,Domestic Shorthair Mix,Blue Tabby
14224,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
14225,Cat,90,Domestic Shorthair Mix,Black/White
14226,Dog,150,Pit Bull Mix,Brown/White
14227,Dog,730,German Shepherd,Sable
14228,Dog,1460,Yorkshire Terrier/Cairn Terrier,Brown/Black
14229,Cat,60,Domestic Shorthair Mix,Torbie
14230,Dog,240,Labrador Retriever Mix,Black
14231,Dog,730,Pharaoh Hound/Border Collie,Black/White
14232,Dog,365,Beagle Mix,White/Brown
14233,Cat,28,Domestic Shorthair Mix,Brown Tabby
14234,Dog,270,Labrador Retriever/Staffordshire,Black/White
14235,Cat,6570,Domestic Shorthair Mix,Orange Tabby
14236,Cat,30,Domestic Shorthair Mix,Tortie
14237,Cat,270,Domestic Shorthair Mix,Tortie
14238,Dog,365,Pit Bull Mix,Blue/White
14239,Cat,730,Domestic Shorthair/Siamese,Brown Tabby/White
14240,Dog,210,Boxer Mix,Red/White
14241,Dog,730,Standard Schnauzer Mix,Gray
14242,Cat,150,Domestic Shorthair Mix,Cream Tabby/White
14243,Dog,1095,Pit Bull Mix,Chocolate/White
14244,Dog,730,Pomeranian Mix,Cream/Black
14245,Dog,4745,Chihuahua Shorthair Mix,Black/Brown
14246,Cat,60,Domestic Shorthair Mix,Black/White
14247,Cat,365,Domestic Shorthair Mix,Black
14248,Dog,1825,Anatol Shepherd/Great Pyrenees,Tricolor
14249,Cat,14,Domestic Shorthair Mix,Brown Tabby
14250,Cat,28,Domestic Shorthair Mix,White/Brown Tabby
14251,Cat,3650,Domestic Shorthair Mix,Brown Tabby
14252,Cat,365,Exotic Shorthair Mix,White/Gray
14253,Cat,1095,Domestic Shorthair Mix,Black
14254,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
14255,Dog,60,Chow Chow/Pit Bull,Red/Tan
14256,Cat,730,Domestic Shorthair Mix,Black
14257,Cat,3650,Snowshoe Mix,Calico Point
14258,Dog,365,Vizsla Mix,Red/White
14259,Cat,14,Domestic Shorthair Mix,Orange Tabby/White
14260,Dog,365,Chihuahua Shorthair Mix,Black/Tan
14261,Dog,730,Miniature Schnauzer Mix,Black/Buff
14262,Cat,120,Domestic Shorthair Mix,Brown Tabby
14263,Dog,150,Plott Hound Mix,Black
14264,Dog,2555,Plott Hound/Pit Bull,Brown Brindle
14265,Cat,28,Domestic Shorthair Mix,Brown Tabby/White
14266,Cat,180,Domestic Shorthair Mix,Black/White
14267,Cat,21,Siamese Mix,Flame Point
14268,Dog,1825,Chihuahua Shorthair Mix,Black/Tan
14269,Dog,365,Beagle/Queensland Heeler,Tricolor
14270,Dog,365,Chihuahua Shorthair Mix,Tan/White
14271,Cat,30,Domestic Medium Hair Mix,Black Smoke
14272,Cat,1095,Domestic Shorthair Mix,Black/White
14273,Dog,60,Pit Bull Mix,Fawn/White
14274,Cat,730,Domestic Shorthair Mix,Black/White
14275,Cat,1825,Domestic Shorthair Mix,Cream Tabby/White
14276,Dog,3285,Beagle Mix,White/Tan
14277,Cat,7,Domestic Shorthair Mix,Brown Tabby
14278,Dog,365,Bruss Griffon Mix,Yellow
14279,Dog,365,Pit Bull Mix,Black/White
14280,Dog,365,Pug/Beagle,Fawn/Black
14281,Cat,1825,Domestic Shorthair Mix,Brown Tabby
14282,Dog,300,Pit Bull Mix,Brown/White
14283,Dog,3650,Brittany Mix,White/Liver
14284,Cat,60,Domestic Shorthair Mix,Brown Tabby
14285,Dog,120,Labrador Retriever Mix,Red/White
14286,Cat,210,Domestic Shorthair Mix,Brown Tabby/White
14287,Cat,60,Domestic Shorthair Mix,Calico
14288,Dog,60,Border Collie/Great Pyrenees,Black/White
14289,Cat,1095,Cymric Mix,Orange Tabby/White
14290,Dog,730,Pit Bull/Basset Hound,Brown
14291,Dog,365,Australian Cattle Dog,Blue Tick/Red Tick
14292,Cat,90,Domestic Shorthair Mix,Cream Tabby
14293,Cat,730,Domestic Shorthair Mix,Brown Tabby/White
14294,Dog,365,Cairn Terrier Mix,Tan/White
14295,Dog,60,Anatol Shepherd/Great Pyrenees,White/Tricolor
14296,Dog,180,Labrador Retriever Mix,Black/White
14297,Dog,730,Miniature Schnauzer Mix,White
14298,Cat,1825,Domestic Shorthair Mix,Orange Tabby
14299,Cat,7,Domestic Shorthair Mix,Orange Tabby
14300,Cat,60,Domestic Shorthair Mix,Torbie
14301,Cat,60,Domestic Shorthair Mix,White/Brown Tabby
14302,Dog,2190,Shih Tzu,White/Gray
14303,Cat,1460,Siamese Mix,Lynx Point
14304,Cat,210,Domestic Shorthair Mix,Orange Tabby/White
14305,Dog,365,Miniature Poodle Mix,White
14306,Cat,365,Domestic Shorthair Mix,Tortie
14307,Cat,60,Domestic Shorthair Mix,White/Blue
14308,Dog,5475,Labrador Retriever Mix,Red/Tan
14309,Dog,270,Yorkshire Terrier Mix,Black/Tan
14310,Cat,365,Domestic Shorthair Mix,Black/White
14311,Cat,7,Siamese Mix,Lilac Point
14312,Cat,365,Domestic Longhair Mix,Black Smoke
14313,Cat,365,Domestic Shorthair Mix,Orange Tabby
14314,Dog,6,English Bulldog Mix,Blue/White
14315,Dog,1825,Labrador Retriever,Buff/Tan
14316,Dog,1460,Pug/Chihuahua Shorthair,White/Brown
14317,Cat,730,Domestic Longhair Mix,Torbie
14318,Dog,365,Chihuahua Shorthair Mix,Black/White
14319,Dog,14,Labrador Retriever Mix,White/Black
14320,Dog,1825,Jack Russell Terrier Mix,White/Brown
14321,Dog,60,Great Pyrenees,White
14322,Cat,60,Domestic Shorthair Mix,Tortie
14323,Cat,30,Domestic Shorthair Mix,Black/White
14324,Dog,2920,Pit Bull Mix,Brown/White
14325,Dog,1095,Chihuahua Shorthair Mix,Tan
14326,Dog,300,Pit Bull Mix,White
14327,Dog,1095,Chihuahua Shorthair Mix,White/Brown
14328,Dog,365,Pit Bull Mix,Red/White
14329,Dog,365,German Shepherd Mix,Black/Tan
14330,Dog,2190,English Coonhound Mix,Black/White
14331,Cat,365,Domestic Shorthair Mix,Brown Tabby
14332,Dog,1095,Australian Shepherd Mix,Tricolor
14333,Cat,30,Domestic Shorthair Mix,Tortie/White
14334,Cat,60,Domestic Shorthair Mix,Brown Tabby
14335,Cat,210,Domestic Shorthair Mix,Calico
14336,Cat,60,Domestic Shorthair Mix,Brown Tabby
14337,Dog,365,Rat Terrier Mix,Tricolor
14338,Dog,2555,Cairn Terrier Mix,Tan
14339,Cat,90,Domestic Shorthair Mix,Black
14340,Dog,730,Pit Bull Mix,Fawn/White
14341,Dog,365,Yorkshire Terrier/Miniature Poodle,Blue/Tan
14342,Cat,120,Domestic Shorthair Mix,Black
14343,Dog,30,Chihuahua Shorthair/Border Terrier,Brown/Black
14344,Dog,14,Chihuahua Shorthair/Jack Russell Terrier,White
14345,Dog,365,Labrador Retriever Mix,Chocolate
14346,Cat,60,Domestic Shorthair Mix,Black
14347,Dog,60,Labrador Retriever/Newfoundland,Black
14348,Dog,90,Miniature Poodle Mix,Black/White
14349,Cat,1095,Domestic Shorthair Mix,Brown Tabby
14350,Cat,14,Domestic Shorthair Mix,Brown Tabby/White
14351,Cat,730,Domestic Shorthair Mix,Orange Tabby
14352,Dog,730,Parson Russell Terrier Mix,White/Brown
14353,Dog,150,Australian Cattle Dog Mix,Brown Merle/White
14354,Dog,2190,Rottweiler Mix,Black/Brown
14355,Dog,730,Cardigan Welsh Corgi Mix,Tricolor
14356,Cat,180,Domestic Shorthair Mix,Cream Tabby
14357,Cat,1825,Domestic Shorthair Mix,Black/White
14358,Dog,60,Labrador Retriever Mix,Black/White
14359,Cat,28,Domestic Shorthair Mix,Brown Tabby
14360,Cat,1,Domestic Shorthair Mix,Gray Tabby
14361,Cat,730,Domestic Longhair Mix,Black Smoke/White
14362,Cat,60,Domestic Shorthair Mix,Brown Tabby
14363,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
14364,Dog,60,Pit Bull Mix,Brown/White
14365,Cat,60,Domestic Shorthair Mix,Blue Tabby
14366,Cat,90,Manx Mix,Brown Tabby/White
14367,Dog,330,German Shepherd,Black/Tan
14368,Dog,1825,Border Terrier Mix,Buff/Black
14369,Cat,90,Domestic Shorthair Mix,Brown Tabby
14370,Dog,5110,Toy Fox Terrier Mix,Buff/White
14371,Cat,150,Domestic Shorthair Mix,Orange Tabby/White
14372,Dog,90,Chow Chow/Labrador Retriever,Black
14373,Dog,365,Labrador Retriever Mix,Black
14374,Dog,300,German Pinscher/Whippet,Black/Tan
14375,Cat,60,Domestic Shorthair Mix,Orange Tabby
14376,Dog,5110,Chihuahua Shorthair Mix,Brown Brindle/White
14377,Cat,28,Domestic Shorthair Mix,White
14378,Cat,1825,Domestic Shorthair Mix,Black/White
14379,Dog,1095,Siberian Husky Mix,Red/White
14380,Cat,90,Domestic Longhair,Brown Tabby
14381,Dog,1460,Black Mouth Cur Mix,Brown/White
14382,Dog,365,Chihuahua Shorthair Mix,Brown/Tan
14383,Dog,730,Chihuahua Shorthair Mix,Brown/Tan
14384,Dog,730,Chihuahua Shorthair Mix,Brown/White
14385,Cat,60,Domestic Shorthair Mix,Blue Tabby
14386,Dog,730,Rat Terrier/Australian Cattle Dog,Tricolor
14387,Dog,730,Chihuahua Shorthair Mix,Black/Brown
14388,Dog,730,German Shepherd Mix,Black/Brown
14389,Dog,1825,Bulldog/Pit Bull,Tan/Black
14390,Dog,3285,Labrador Retriever Mix,Black
14391,Dog,365,Whippet Mix,White/Tan
14392,Dog,365,Yorkshire Terrier Mix,Black
14393,Cat,14,Domestic Shorthair Mix,Brown Tabby
14394,Dog,2190,Chihuahua Shorthair Mix,White/Tan
14395,Cat,240,Domestic Shorthair Mix,Brown Tabby
14396,Dog,365,Manchester Terrier Mix,White/Black
14397,Dog,90,Labrador Retriever Mix,Tricolor
14398,Cat,120,Domestic Shorthair Mix,Tortie
14399,Dog,1460,Labrador Retriever/Plott Hound,Brown Brindle/White
14400,Cat,90,Domestic Shorthair Mix,Tortie
14401,Dog,270,Pit Bull Mix,Brown Brindle/Blue
14402,Cat,90,Domestic Shorthair Mix,Orange Tabby
14403,Dog,365,Labrador Retriever/Pit Bull,Blue/White
14404,Dog,2920,Pit Bull Mix,Black/White
14405,Dog,730,Chihuahua Shorthair,Brown
14406,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
14407,Dog,1095,Labrador Retriever Mix,Tan/White
14408,Dog,3285,Rottweiler Mix,Black/Brown
14409,Cat,730,Domestic Longhair Mix,White/Orange Tabby
14410,Cat,30,Domestic Shorthair Mix,Blue Tabby
14411,Dog,1825,Chihuahua Shorthair Mix,Tan/White
14412,Dog,365,Pit Bull Mix,Blue/White
14413,Dog,3285,Bichon Frise,White
14414,Dog,730,Port Water Dog Mix,Brown
14415,Dog,365,Border Collie Mix,Black/White
14416,Dog,180,Labrador Retriever Mix,Black/White
14417,Dog,1095,Australian Cattle Dog Mix,White/Black
14418,Cat,365,Russian Blue Mix,Blue
14419,Cat,4745,Domestic Shorthair Mix,Black/White
14420,Cat,365,Domestic Longhair Mix,Brown Tabby/White
14421,Cat,3285,Domestic Longhair Mix,Black/White
14422,Cat,14,Domestic Shorthair Mix,Black/White
14423,Dog,365,Boxer Mix,Tan
14424,Dog,1825,Pit Bull Mix,Black/White
14425,Cat,300,Domestic Medium Hair Mix,Tortie
14426,Dog,730,Dachshund/Beagle,Black/Brown
14427,Dog,730,American Bulldog/Pit Bull,Brown Brindle/White
14428,Cat,3285,Domestic Longhair Mix,White/Yellow
14429,Dog,2920,Australian Cattle Dog Mix,Black/White
14430,Cat,28,Domestic Shorthair Mix,Tortie
14431,Dog,3285,Australian Cattle Dog Mix,Black/Blue
14432,Dog,730,Cairn Terrier/Chihuahua Shorthair,Tan/White
14433,Cat,30,Domestic Shorthair Mix,Calico
14434,Dog,730,Blue Lacy/Labrador Retriever,Tricolor
14435,Dog,365,Jack Russell Terrier Mix,White/Tan
14436,Cat,1,Domestic Shorthair Mix,Gray Tabby
14437,Dog,120,Great Pyrenees Mix,White/Buff
14438,Dog,1095,Labrador Retriever Mix,Black/White
14439,Cat,3650,Devon Rex,Chocolate/White
14440,Cat,365,Domestic Shorthair Mix,Black/White
14441,Cat,730,Domestic Shorthair Mix,White/Blue
14442,Dog,1825,Parson Russell Terrier Mix,White/Brown
14443,Cat,3285,Domestic Shorthair Mix,Brown Tabby/White
14444,Dog,3285,Cocker Spaniel Mix,Chocolate
14445,Cat,120,Domestic Shorthair Mix,Calico
14446,Cat,21,Domestic Medium Hair Mix,Blue Tabby
14447,Cat,90,Domestic Shorthair Mix,Brown Tabby/White
14448,Cat,365,Domestic Shorthair Mix,Calico
14449,Cat,30,Domestic Shorthair Mix,White/Black
14450,Dog,5110,Pug Mix,Tan/White
14451,Cat,90,Domestic Shorthair Mix,Black
14452,Cat,365,Domestic Medium Hair Mix,Black/White
14453,Dog,2190,Labrador Retriever Mix,Yellow
14454,Cat,7,Domestic Shorthair Mix,Brown Tabby/White
14455,Dog,60,Mastiff/Chinese Sharpei,Tricolor
14456,Dog,1460,Pit Bull Mix,Blue/White
14457,Dog,90,Labrador Retriever/Chinese Sharpei,Black/White
14458,Cat,1460,Russian Blue Mix,Blue
14459,Dog,28,German Shepherd/Mastiff,Tan/Black
14460,Cat,60,Domestic Shorthair Mix,Brown Tabby
14461,Cat,120,Domestic Shorthair Mix,Brown Tabby
14462,Dog,730,Treeing Cur Mix,Brown
14463,Cat,150,Domestic Shorthair Mix,Orange Tabby
14464,Dog,1460,Pit Bull Mix,Black/White
14465,Cat,30,Domestic Shorthair Mix,Black
14466,Dog,1825,Dachshund Mix,Chocolate/Tan
14467,Dog,150,Pit Bull Mix,Brown/White
14468,Dog,2190,Chihuahua Shorthair Mix,Brown
14469,Cat,90,Domestic Longhair Mix,Brown Tabby
14470,Cat,150,Domestic Shorthair Mix,Black
14471,Dog,3650,Labrador Retriever Mix,White
14472,Dog,1460,Rottweiler Mix,Black/Tan
14473,Cat,120,Domestic Shorthair Mix,Brown Tabby
14474,Dog,240,Pit Bull Mix,Blue/White
14475,Dog,730,Pit Bull Mix,Black
14476,Dog,1460,Chihuahua Shorthair Mix,Tan/White
14477,Dog,2190,Chihuahua Longhair Mix,Chocolate
14478,Cat,21,Domestic Shorthair Mix,Brown Tabby
14479,Dog,60,Labrador Retriever Mix,Black/Black Brindle
14480,Cat,60,Domestic Shorthair Mix,Brown Tabby
14481,Cat,28,Domestic Shorthair Mix,Brown Tabby
14482,Cat,60,Domestic Shorthair Mix,Black/White
14483,Dog,3285,Pit Bull Mix,White/Tan
14484,Cat,150,Domestic Shorthair Mix,Blue Tabby/White
14485,Dog,180,Boxer/Labrador Retriever,Black/White
14486,Cat,90,Domestic Shorthair Mix,Blue/White
14487,Cat,21,Domestic Shorthair Mix,Blue/White
14488,Cat,14,Domestic Shorthair Mix,White
14489,Dog,2920,Miniature Pinscher,Black/Tan
14490,Cat,150,Domestic Shorthair Mix,Torbie
14491,Cat,60,Domestic Shorthair Mix,Black
14492,Dog,30,Chihuahua Shorthair Mix,Tan/White
14493,Cat,1095,Domestic Shorthair Mix,Black
14494,Dog,365,Chihuahua Shorthair Mix,White/Brown
14495,Dog,90,Cairn Terrier Mix,Brown
14496,Cat,90,Domestic Shorthair Mix,White/Black
14497,Dog,4745,Miniature Schnauzer Mix,Gray/White
14498,Cat,90,Domestic Shorthair Mix,Black
14499,Dog,730,Siberian Husky Mix,Yellow
14500,Cat,14,Domestic Shorthair Mix,Black Smoke
14501,Cat,365,Domestic Medium Hair Mix,Black
14502,Dog,30,Labrador Retriever Mix,Black/White
14503,Dog,730,Labrador Retriever Mix,Tan/White
14504,Cat,3,Domestic Shorthair Mix,Black/White
14505,Dog,2555,Pit Bull Mix,Black Brindle/White
14506,Cat,180,Domestic Shorthair Mix,Brown Tabby/White
14507,Cat,730,Domestic Medium Hair Mix,Cream
14508,Dog,60,Dachshund Wirehair/Border Terrier,Black/Tan
14509,Dog,3285,Australian Shepherd Mix,White/Brown
14510,Cat,1095,Domestic Shorthair Mix,Brown Tabby/White
14511,Cat,730,Domestic Shorthair Mix,Black
14512,Cat,90,Domestic Shorthair Mix,Brown Tabby
14513,Dog,730,Labrador Retriever Mix,Black
14514,Dog,1825,Harrier/Catahoula,White/Brown
14515,Cat,21,Domestic Shorthair Mix,Blue/White
14516,Dog,730,Rat Terrier Mix,White/Tan
14517,Dog,1825,Labrador Retriever Mix,Chocolate/White
14518,Dog,30,Golden Retriever Mix,Brown/White
14519,Dog,7,Australian Cattle Dog Mix,Tricolor
14520,Cat,30,Siamese Mix,Flame Point
14521,Dog,1460,Chihuahua Longhair Mix,Black/White
14522,Dog,730,Pit Bull Mix,Brown/White
14523,Dog,730,Labrador Retriever Mix,Chocolate/White
14524,Dog,60,Beagle Mix,Black/Tan
14525,Dog,90,Anatol Shepherd Mix,Buff
14526,Cat,3650,Domestic Shorthair Mix,Tortie
14527,Dog,730,Pit Bull Mix,Brown/White
14528,Dog,730,Staffordshire Mix,Brown/Black
14529,Dog,365,Pit Bull Mix,Blue/White
14530,Cat,30,Domestic Shorthair Mix,Blue
14531,Dog,90,Jack Russell Terrier Mix,White/Tan
14532,Dog,14,Pit Bull Mix,Brown/White
14533,Dog,730,Pbgv Mix,Black/Gray
14534,Dog,3285,Chihuahua Shorthair,Black/White
14535,Dog,730,Landseer Mix,White/Black
14536,Cat,7,Domestic Shorthair,Brown Tabby
